,date,season,year,month,holiday,weekday,workingday,weather,temp,hum,windspeed,casual,registered
507,2019-05-23,spring,1,5,not holiday,Thursday,workingday,cloudy,25.488347,77.4583,6.834,766,4494
508,2019-05-24,spring,1,5,not holiday,Friday,workingday,clear,26.855,71.6667,11.584032,1059,5711
509,2019-05-25,spring,1,5,not holiday,Saturday,weekend or holiday,clear,27.88,74.7083,9.41685,1417,5317
510,2019-05-26,spring,1,5,not holiday,Sunday,weekend or holiday,clear,28.3925,73.25,13.332464,2855,3681
511,2019-05-27,spring,1,5,holiday,Monday,weekend or holiday,clear,28.29,69.7083,14.416457,3283,3308
512,2019-05-28,spring,1,5,not holiday,Tuesday,workingday,clear,29.2125,67.625,13.166907,2557,3486
513,2019-05-29,spring,1,5,not holiday,Wednesday,workingday,clear,29.6225,68.4583,19.7918,880,4863
514,2019-05-30,spring,1,5,not holiday,Thursday,workingday,cloudy,26.923347,67.0,9.000043,745,6110
515,2019-05-31,spring,1,5,not holiday,Friday,workingday,clear,27.88,49.2917,13.083693,1100,6238
516,2019-06-01,spring,1,6,not holiday,Saturday,weekend or holiday,cloudy,26.820847,75.5417,15.916721,533,3594
517,2019-06-02,spring,1,6,not holiday,Sunday,weekend or holiday,clear,23.916653,54.9167,12.499654,2795,5325
518,2019-06-03,spring,1,6,not holiday,Monday,workingday,clear,24.7025,49.3333,12.333829,2494,5147
519,2019-06-04,spring,1,6,not holiday,Tuesday,workingday,clear,24.4975,48.7083,19.083811,1071,5927
520,2019-06-05,spring,1,6,not holiday,Wednesday,workingday,cloudy,22.174153,61.3333,14.041525,968,6033
521,2019-06-06,spring,1,6,not holiday,Thursday,workingday,clear,22.720847,61.125,5.167375,1027,6028
522,2019-06-07,spring,1,6,not holiday,Friday,workingday,clear,24.7025,56.7083,10.54245,1038,6456
523,2019-06-08,spring,1,6,not holiday,Saturday,weekend or holiday,clear,26.615847,46.7917,11.750661,1488,6248
524,2019-06-09,spring,1,6,not holiday,Sunday,weekend or holiday,clear,29.144153,43.7083,9.667229,2708,4790
525,2019-06-10,spring,1,6,not holiday,Monday,workingday,clear,29.793347,53.8333,8.959307,2224,4374
526,2019-06-11,spring,1,6,not holiday,Tuesday,workingday,cloudy,29.554153,58.7917,13.916771,1017,5647
527,2019-06-12,spring,1,6,not holiday,Wednesday,workingday,cloudy,26.786653,83.3333,14.374582,477,4495
528,2019-06-13,spring,1,6,not holiday,Thursday,workingday,clear,26.889153,58.2083,22.999693,1173,6248
529,2019-06-14,spring,1,6,not holiday,Friday,workingday,clear,26.581653,56.9583,17.000111,1180,6183
530,2019-06-15,spring,1,6,not holiday,Saturday,weekend or holiday,clear,26.205847,58.9583,11.833339,1563,6102
531,2019-06-16,spring,1,6,not holiday,Sunday,weekend or holiday,clear,25.898347,50.4167,11.166689,2963,4739
532,2019-06-17,spring,1,6,not holiday,Monday,workingday,clear,24.2925,59.875,9.708568,2634,4344
533,2019-06-18,spring,1,6,not holiday,Tuesday,workingday,cloudy,23.301653,77.7917,11.707982,653,4446
534,2019-06-19,spring,1,6,not holiday,Wednesday,workingday,clear,28.221653,69.0,9.917139,968,5857
535,2019-06-20,spring,1,6,not holiday,Thursday,workingday,clear,32.0825,59.2083,7.625404,872,5339
536,2019-06-21,spring,1,6,not holiday,Friday,workingday,clear,33.039153,56.7917,7.958729,778,5127
537,2019-06-22,summer,1,6,not holiday,Saturday,weekend or holiday,clear,31.8775,57.375,12.250414,964,4859
538,2019-06-23,summer,1,6,not holiday,Sunday,weekend or holiday,clear,29.998347,53.4583,12.041307,2657,4801
539,2019-06-24,summer,1,6,not holiday,Monday,workingday,clear,30.476653,47.9167,9.750175,2551,4340
540,2019-06-25,summer,1,6,not holiday,Tuesday,workingday,clear,29.349153,50.4167,20.125661,1139,5640
541,2019-06-26,summer,1,6,not holiday,Wednesday,workingday,clear,25.864153,37.3333,23.292014,1077,6365
542,2019-06-27,summer,1,6,not holiday,Thursday,workingday,clear,28.5975,36.0,18.208925,1077,6258
543,2019-06-28,summer,1,6,not holiday,Friday,workingday,clear,30.715847,42.25,11.50055,921,5958
544,2019-06-29,summer,1,6,not holiday,Saturday,weekend or holiday,clear,34.200847,48.875,11.082939,829,4634
545,2019-06-30,summer,1,6,not holiday,Sunday,weekend or holiday,clear,31.365,60.125,10.791757,1455,4232
546,2019-07-01,summer,1,7,not holiday,Monday,workingday,clear,33.449153,51.875,11.291443,1421,4110
547,2019-07-02,summer,1,7,not holiday,Tuesday,workingday,clear,32.048347,44.7083,13.082889,904,5323
548,2019-07-03,summer,1,7,not holiday,Wednesday,workingday,clear,32.014153,49.2083,8.457879,1052,5608
549,2019-07-04,summer,1,7,holiday,Thursday,weekend or holiday,clear,32.355847,53.875,9.04165,2562,4841
550,2019-07-05,summer,1,7,not holiday,Friday,workingday,clear,33.9275,45.7917,12.999943,1405,4836
551,2019-07-06,summer,1,7,not holiday,Saturday,weekend or holiday,clear,33.961653,45.0833,9.791514,1366,4841
552,2019-07-07,summer,1,7,not holiday,Sunday,weekend or holiday,clear,35.328347,49.2083,10.958118,1448,3392
553,2019-07-08,summer,1,7,not holiday,Monday,workingday,clear,33.7225,57.375,8.417143,1203,3469
554,2019-07-09,summer,1,7,not holiday,Tuesday,workingday,cloudy,29.144153,68.3333,12.125325,998,5571
555,2019-07-10,summer,1,7,not holiday,Wednesday,workingday,cloudy,29.554153,66.75,10.166379,954,5336
556,2019-07-11,summer,1,7,not holiday,Thursday,workingday,clear,29.383347,63.3333,10.166111,975,6289
557,2019-07-12,summer,1,7,not holiday,Friday,workingday,clear,29.349153,52.9583,9.833925,1032,6414
558,2019-07-13,summer,1,7,not holiday,Saturday,weekend or holiday,cloudy,29.998347,48.5833,5.41695,1511,5988
559,2019-07-14,summer,1,7,not holiday,Sunday,weekend or holiday,cloudy,28.836653,69.9167,9.626493,2355,4614
560,2019-07-15,summer,1,7,not holiday,Monday,workingday,clear,30.579153,71.7917,11.166689,1920,4111
561,2019-07-16,summer,1,7,not holiday,Tuesday,workingday,clear,31.296653,64.5,11.000529,1088,5742
562,2019-07-17,summer,1,7,not holiday,Wednesday,workingday,clear,33.551653,50.5833,7.666743,921,5865
563,2019-07-18,summer,1,7,not holiday,Thursday,workingday,clear,32.526653,57.7083,9.208614,799,4914
564,2019-07-19,summer,1,7,not holiday,Friday,workingday,clear,31.57,60.0417,11.083743,888,5703
565,2019-07-20,summer,1,7,not holiday,Saturday,weekend or holiday,cloudy,27.299153,84.4167,14.000789,747,5123
566,2019-07-21,summer,1,7,not holiday,Sunday,weekend or holiday,stormy,24.429153,86.5417,14.2911,1264,3195
567,2019-07-22,summer,1,7,not holiday,Monday,workingday,cloudy,27.3675,76.25,6.2926936,2544,4866
568,2019-07-23,summer,1,7,not holiday,Tuesday,workingday,clear,30.408347,69.4167,9.291761,1135,5831
569,2019-07-24,summer,1,7,not holiday,Wednesday,workingday,clear,30.784153,65.5,14.167418,1140,6452
570,2019-07-25,summer,1,7,not holiday,Thursday,workingday,clear,29.690847,45.0,11.0416,1383,6790
571,2019-07-26,summer,1,7,not holiday,Friday,workingday,clear,31.843347,59.6667,19.082471,1036,5825
572,2019-07-27,summer,1,7,not holiday,Saturday,weekend or holiday,clear,32.048347,59.4583,10.250464,1259,5645
573,2019-07-28,summer,1,7,not holiday,Sunday,weekend or holiday,clear,30.989153,61.3333,10.54245,2234,4451
574,2019-07-29,summer,1,7,not holiday,Monday,workingday,clear,29.588347,62.375,11.416532,2153,4444
575,2019-07-30,summer,1,7,not holiday,Tuesday,workingday,clear,29.964153,66.875,10.292339,1040,6065
576,2019-07-31,summer,1,7,not holiday,Wednesday,workingday,clear,29.246653,70.4167,11.083475,968,6248
577,2019-08-01,summer,1,8,not holiday,Thursday,workingday,clear,29.4175,67.75,9.458993,1074,6506
578,2019-08-02,summer,1,8,not holiday,Friday,workingday,clear,30.8525,65.9583,8.666718,983,6278
579,2019-08-03,summer,1,8,not holiday,Saturday,weekend or holiday,cloudy,31.399153,64.25,14.458064,1328,5847
580,2019-08-04,summer,1,8,not holiday,Sunday,weekend or holiday,clear,32.526653,61.3333,17.249686,2345,4479
581,2019-08-05,summer,1,8,not holiday,Monday,workingday,clear,31.535847,65.25,19.458207,1707,3757
582,2019-08-06,summer,1,8,not holiday,Tuesday,workingday,cloudy,30.8525,65.4167,8.666718,1233,5780
583,2019-08-07,summer,1,8,not holiday,Wednesday,workingday,cloudy,30.169153,70.375,7.832836,1278,5995
584,2019-08-08,summer,1,8,not holiday,Thursday,workingday,cloudy,30.75,67.2917,7.4169,1263,6271
585,2019-08-09,summer,1,8,not holiday,Friday,workingday,clear,30.989153,62.0417,10.4587,1196,6090
586,2019-08-10,summer,1,8,not holiday,Saturday,weekend or holiday,cloudy,29.349153,71.5833,16.000471,1065,4721
587,2019-08-11,summer,1,8,not holiday,Sunday,weekend or holiday,cloudy,28.3925,73.2917,13.834093,2247,4052
588,2019-08-12,summer,1,8,not holiday,Monday,workingday,clear,28.734153,53.0417,8.208304,2182,4362
589,2019-08-13,summer,1,8,not holiday,Tuesday,workingday,clear,29.554153,54.5417,9.126204,1207,5676
590,2019-08-14,summer,1,8,not holiday,Wednesday,workingday,clear,29.793347,68.6667,11.333586,1128,5656
591,2019-08-15,summer,1,8,not holiday,Thursday,workingday,clear,28.973347,61.9583,11.374657,1198,6149
592,2019-08-16,summer,1,8,not holiday,Friday,workingday,clear,29.485847,51.9167,9.500332,1338,6267
593,2019-08-17,summer,1,8,not holiday,Saturday,weekend or holiday,clear,29.656653,57.0833,15.500718,1483,5665
594,2019-08-18,summer,1,8,not holiday,Sunday,weekend or holiday,clear,27.811653,60.3333,11.917089,2827,5038
595,2019-08-19,summer,1,8,not holiday,Monday,workingday,cloudy,26.069153,71.1667,5.79215,1208,3341
596,2019-08-20,summer,1,8,not holiday,Tuesday,workingday,cloudy,26.069153,73.4167,8.708593,1026,5504
597,2019-08-21,summer,1,8,not holiday,Wednesday,workingday,clear,26.615847,67.375,4.8756436,1081,5925
598,2019-08-22,summer,1,8,not holiday,Thursday,workingday,clear,27.3675,67.7083,4.7089811,1094,6281
599,2019-08-23,summer,1,8,not holiday,Friday,workingday,clear,28.529153,63.5833,5.6679186,1363,6402
600,2019-08-24,summer,1,8,not holiday,Saturday,weekend or holiday,cloudy,28.8025,61.5,4.8337686,1325,6257
601,2019-08-25,summer,1,8,not holiday,Sunday,weekend or holiday,cloudy,27.128347,71.2917,16.375336,1829,4224
602,2019-08-26,summer,1,8,not holiday,Monday,workingday,cloudy,26.786653,84.5833,15.333486,1483,3772
603,2019-08-27,summer,1,8,not holiday,Tuesday,workingday,clear,28.836653,73.0417,8.625111,989,5928
604,2019-08-28,summer,1,8,not holiday,Wednesday,workingday,clear,29.861653,62.0,12.791975,935,6105
605,2019-08-29,summer,1,8,not holiday,Thursday,workingday,clear,28.085,55.2083,7.541654,1177,6520
606,2019-08-30,summer,1,8,not holiday,Friday,workingday,clear,28.973347,59.0417,5.1668189,1172,6541
607,2019-08-31,summer,1,8,not holiday,Saturday,weekend or holiday,clear,31.330847,58.75,11.291711,1433,5917
608,2019-09-01,summer,1,9,not holiday,Sunday,weekend or holiday,cloudy,30.886653,63.8333,7.583529,2352,3788
609,2019-09-02,summer,1,9,holiday,Monday,weekend or holiday,cloudy,28.563347,81.5,4.2927436,2613,3197
610,2019-09-03,summer,1,9,not holiday,Tuesday,workingday,clear,29.0075,79.0833,10.125107,1965,4069
611,2019-09-04,summer,1,9,not holiday,Wednesday,workingday,clear,29.759153,75.5,15.833507,867,5997
612,2019-09-05,summer,1,9,not holiday,Thursday,workingday,clear,30.203347,74.125,12.583136,832,6280
613,2019-09-06,summer,1,9,not holiday,Friday,workingday,cloudy,28.563347,81.0417,9.542207,611,5592
614,2019-09-07,summer,1,9,not holiday,Saturday,weekend or holiday,clear,28.836653,73.625,11.500282,1045,6459
615,2019-09-08,summer,1,9,not holiday,Sunday,weekend or holiday,cloudy,27.025847,79.9167,18.833968,1557,4419
616,2019-09-09,summer,1,9,not holiday,Monday,workingday,clear,25.01,54.75,15.041232,2570,5657
617,2019-09-10,summer,1,9,not holiday,Tuesday,workingday,clear,23.916653,50.375,17.333771,1118,6407
618,2019-09-11,summer,1,9,not holiday,Wednesday,workingday,clear,23.6775,52.0,6.1676314,1070,6697
619,2019-09-12,summer,1,9,not holiday,Thursday,workingday,clear,24.565847,57.7083,8.833682,1050,6820
620,2019-09-13,summer,1,9,not holiday,Friday,workingday,clear,25.1125,63.7083,5.5422936,1054,6750
621,2019-09-14,summer,1,9,not holiday,Saturday,weekend or holiday,clear,25.966653,67.25,6.958821,1379,6630
622,2019-09-15,summer,1,9,not holiday,Sunday,weekend or holiday,clear,24.941653,50.1667,16.583907,3160,5554
623,2019-09-16,summer,1,9,not holiday,Monday,workingday,clear,23.78,57.0,6.0422811,2166,5167
624,2019-09-17,summer,1,9,not holiday,Tuesday,workingday,cloudy,23.814153,73.4583,10.166714,1022,5847
625,2019-09-18,summer,1,9,not holiday,Wednesday,workingday,cloudy,25.556653,87.25,23.958329,371,3702
626,2019-09-19,summer,1,9,not holiday,Thursday,workingday,clear,22.6525,53.6667,14.416725,788,6803
627,2019-09-20,summer,1,9,not holiday,Friday,workingday,clear,22.413347,61.8333,7.917189,939,6781
628,2019-09-21,summer,1,9,not holiday,Saturday,weekend or holiday,clear,24.565847,66.875,10.333343,1250,6917
629,2019-09-22,summer,1,9,not holiday,Sunday,weekend or holiday,clear,26.65,64.6667,19.000061,2512,5883
630,2019-09-23,autumn,1,9,not holiday,Monday,workingday,clear,21.695847,46.7083,14.958286,2454,5453
631,2019-09-24,autumn,1,9,not holiday,Tuesday,workingday,clear,21.080847,49.2917,9.541068,1001,6435
632,2019-09-25,autumn,1,9,not holiday,Wednesday,workingday,clear,22.55,57.0,15.833507,845,6693
633,2019-09-26,autumn,1,9,not holiday,Thursday,workingday,clear,26.035,63.0833,16.3748,787,6946
634,2019-09-27,autumn,1,9,not holiday,Friday,workingday,cloudy,26.65,69.0833,9.000914,751,6642
635,2019-09-28,autumn,1,9,not holiday,Saturday,weekend or holiday,cloudy,25.385847,69.0,10.999993,1045,6370
636,2019-09-29,autumn,1,9,not holiday,Sunday,weekend or holiday,clear,22.2425,54.2917,15.249468,2589,5966
637,2019-09-30,autumn,1,9,not holiday,Monday,workingday,clear,21.593347,58.3333,9.042186,2015,4874
638,2019-10-01,autumn,1,10,not holiday,Tuesday,workingday,cloudy,21.354153,64.9167,6.0838814,763,6015
639,2019-10-02,autumn,1,10,not holiday,Wednesday,workingday,stormy,24.224153,87.1667,6.999825,315,4324
640,2019-10-03,autumn,1,10,not holiday,Thursday,workingday,cloudy,26.9575,79.375,4.4585686,728,6844
641,2019-10-04,autumn,1,10,not holiday,Friday,workingday,cloudy,26.9575,72.2917,7.875582,891,6437
642,2019-10-05,autumn,1,10,not holiday,Saturday,weekend or holiday,clear,25.215,62.75,7.12545,1516,6640
643,2019-10-06,autumn,1,10,not holiday,Sunday,weekend or holiday,clear,22.720847,66.4167,17.957675,3031,4934
644,2019-10-07,autumn,1,10,not holiday,Monday,workingday,cloudy,17.049153,70.8333,9.457854,781,2729
645,2019-10-08,autumn,1,10,not holiday,Tuesday,workingday,cloudy,15.716653,70.9583,12.708493,874,4604
646,2019-10-09,autumn,1,10,not holiday,Wednesday,workingday,cloudy,18.313347,76.1667,12.7501,601,5791
647,2019-10-10,autumn,1,10,not holiday,Thursday,workingday,clear,21.080847,63.0833,12.584007,780,6911
648,2019-10-11,autumn,1,10,not holiday,Friday,workingday,clear,17.835,46.3333,12.166932,834,6736
649,2019-10-12,autumn,1,10,not holiday,Saturday,weekend or holiday,clear,17.9375,53.9167,15.751164,1060,6222
650,2019-10-13,autumn,1,10,not holiday,Sunday,weekend or holiday,clear,16.126653,49.4583,9.791514,2252,4857
651,2019-10-14,autumn,1,10,holiday,Monday,weekend or holiday,clear,21.388347,64.0417,18.667004,2080,4559
652,2019-10-15,autumn,1,10,not holiday,Tuesday,workingday,cloudy,23.028347,70.75,19.834479,760,5115
653,2019-10-16,autumn,1,10,not holiday,Wednesday,workingday,clear,19.201653,55.8333,12.208807,922,6612
654,2019-10-17,autumn,1,10,not holiday,Thursday,workingday,clear,18.689153,69.2917,6.791857,979,6482
655,2019-10-18,autumn,1,10,not holiday,Friday,workingday,cloudy,21.4225,72.8333,15.874779,1008,6501
656,2019-10-19,autumn,1,10,not holiday,Saturday,weekend or holiday,cloudy,23.096653,81.5,9.041918,753,4671
657,2019-10-20,autumn,1,10,not holiday,Sunday,weekend or holiday,clear,19.850847,57.2917,7.874979,2806,5284
658,2019-10-21,autumn,1,10,not holiday,Monday,workingday,clear,19.030847,51.0,11.125618,2132,4692
659,2019-10-22,autumn,1,10,not holiday,Tuesday,workingday,clear,19.9875,56.8333,5.4593811,830,6228
660,2019-10-23,autumn,1,10,not holiday,Wednesday,workingday,clear,22.310847,64.1667,6.3345686,841,6625
661,2019-10-24,autumn,1,10,not holiday,Thursday,workingday,clear,24.0875,63.625,4.8762064,795,6898
662,2019-10-25,autumn,1,10,not holiday,Friday,workingday,cloudy,22.55,80.0417,8.333125,875,6484
663,2019-10-26,autumn,1,10,not holiday,Saturday,weekend or holiday,cloudy,22.379153,80.7083,8.875289,1182,6262
664,2019-10-27,autumn,1,10,not holiday,Sunday,weekend or holiday,cloudy,21.73,72.0,15.791364,2643,5209
665,2019-10-28,autumn,1,10,not holiday,Monday,workingday,cloudy,19.5775,69.4583,26.666536,998,3461
666,2019-10-29,autumn,1,10,not holiday,Tuesday,workingday,stormy,18.04,88.0,23.9994,2,20
667,2019-10-30,autumn,1,10,not holiday,Wednesday,workingday,cloudy,13.045462,82.5455,14.271603,87,1009
668,2019-10-31,autumn,1,10,not holiday,Thursday,workingday,cloudy,14.6575,66.6667,11.166689,419,5147
669,2019-11-01,autumn,1,11,not holiday,Friday,workingday,cloudy,14.999153,58.1667,10.542182,466,5520
670,2019-11-02,autumn,1,11,not holiday,Saturday,weekend or holiday,clear,14.555,52.2083,17.833725,618,5229
671,2019-11-03,autumn,1,11,not holiday,Sunday,weekend or holiday,cloudy,14.076653,49.125,18.125443,1029,4109
672,2019-11-04,autumn,1,11,not holiday,Monday,workingday,clear,13.359153,53.2917,12.000236,1201,3906
673,2019-11-05,autumn,1,11,not holiday,Tuesday,workingday,clear,13.085847,49.4167,15.833775,378,4881
674,2019-11-06,autumn,1,11,not holiday,Wednesday,workingday,clear,11.514153,56.7083,11.625371,466,5220
675,2019-11-07,autumn,1,11,not holiday,Thursday,workingday,cloudy,12.129153,54.75,20.375236,326,4709
676,2019-11-08,autumn,1,11,not holiday,Friday,workingday,clear,14.439134,33.3478,23.304945,340,4975
677,2019-11-09,autumn,1,11,not holiday,Saturday,weekend or holiday,clear,14.828347,54.0833,14.375386,709,5283
678,2019-11-10,autumn,1,11,not holiday,Sunday,weekend or holiday,clear,15.955847,64.5417,3.8756686,2090,4446
679,2019-11-11,autumn,1,11,holiday,Monday,weekend or holiday,clear,17.254153,65.9167,8.5425,2290,4562
680,2019-11-12,autumn,1,11,not holiday,Tuesday,workingday,clear,19.885,74.1667,11.625639,1097,5172
681,2019-11-13,autumn,1,11,not holiday,Wednesday,workingday,cloudy,14.076653,66.2917,22.917082,327,3767
682,2019-11-14,autumn,1,11,not holiday,Thursday,workingday,clear,11.855847,55.2083,13.374875,373,5122
683,2019-11-15,autumn,1,11,not holiday,Friday,workingday,cloudy,13.188347,62.0417,10.250129,320,5125
684,2019-11-16,autumn,1,11,not holiday,Saturday,weekend or holiday,clear,14.145,52.4583,11.458675,484,5214
685,2019-11-17,autumn,1,11,not holiday,Sunday,weekend or holiday,clear,13.325,54.5417,12.041843,1313,4316
686,2019-11-18,autumn,1,11,not holiday,Monday,workingday,clear,14.0425,69.2917,15.250004,922,3747
687,2019-11-19,autumn,1,11,not holiday,Tuesday,workingday,cloudy,15.614153,62.3333,15.749489,449,5050
688,2019-11-20,autumn,1,11,not holiday,Wednesday,workingday,cloudy,15.340847,68.5,5.542575,534,5100
689,2019-11-21,autumn,1,11,not holiday,Thursday,workingday,clear,14.486653,61.375,6.917482,615,4531
690,2019-11-22,autumn,1,11,not holiday,Friday,workingday,clear,13.94,58.0417,3.5423436,955,1470
691,2019-11-23,autumn,1,11,not holiday,Saturday,weekend or holiday,clear,15.101653,56.875,9.917407,1603,2307
692,2019-11-24,autumn,1,11,not holiday,Sunday,weekend or holiday,clear,11.411653,40.4583,25.250357,532,1745
693,2019-11-25,autumn,1,11,not holiday,Monday,workingday,clear,10.079153,46.8333,10.0835,309,2115
694,2019-11-26,autumn,1,11,not holiday,Tuesday,workingday,clear,12.846653,53.5417,3.12555,337,4750
695,2019-11-27,autumn,1,11,not holiday,Wednesday,workingday,cloudy,11.958347,78.6667,15.916654,123,3836
696,2019-11-28,autumn,1,11,holiday,Thursday,weekend or holiday,clear,12.163347,50.625,14.125007,198,5062
697,2019-11-29,autumn,1,11,not holiday,Friday,workingday,clear,11.51567,55.5652,7.739974,243,5080
698,2019-11-30,autumn,1,11,not holiday,Saturday,weekend or holiday,clear,12.231653,64.9583,3.9175436,362,5306
699,2019-12-01,autumn,1,12,not holiday,Sunday,weekend or holiday,cloudy,12.231653,80.6667,4.0001814,951,4240
700,2019-12-02,autumn,1,12,not holiday,Monday,workingday,cloudy,14.2475,82.3333,8.333393,892,3757
701,2019-12-03,autumn,1,12,not holiday,Tuesday,workingday,clear,18.5525,76.75,5.5422936,555,5679
702,2019-12-04,autumn,1,12,not holiday,Wednesday,workingday,clear,19.509153,73.375,11.666643,551,6055
703,2019-12-05,autumn,1,12,not holiday,Thursday,workingday,clear,17.971653,48.5,21.709407,331,5398
704,2019-12-06,autumn,1,12,not holiday,Friday,workingday,clear,10.489153,50.875,11.708518,340,5035
705,2019-12-07,autumn,1,12,not holiday,Saturday,weekend or holiday,cloudy,13.154153,76.4167,8.7502,349,4659
706,2019-12-08,autumn,1,12,not holiday,Sunday,weekend or holiday,cloudy,15.648347,91.125,6.792393,1153,4429
707,2019-12-09,autumn,1,12,not holiday,Monday,workingday,cloudy,15.750847,90.5417,10.584325,441,2787
708,2019-12-10,autumn,1,12,not holiday,Tuesday,workingday,cloudy,17.869153,92.5,12.750636,329,4841
709,2019-12-11,autumn,1,12,not holiday,Wednesday,workingday,cloudy,14.486653,59.6667,19.834479,282,5219
710,2019-12-12,autumn,1,12,not holiday,Thursday,workingday,cloudy,12.1975,53.8333,10.916779,310,5009
711,2019-12-13,autumn,1,12,not holiday,Friday,workingday,clear,12.129153,48.5833,11.666643,425,5107
712,2019-12-14,autumn,1,12,not holiday,Saturday,weekend or holiday,clear,11.548347,64.2917,8.792343,429,5182
713,2019-12-15,autumn,1,12,not holiday,Sunday,weekend or holiday,clear,13.290847,65.0417,7.12545,767,4280
714,2019-12-16,autumn,1,12,not holiday,Monday,workingday,cloudy,14.8625,83.875,6.749714,538,3248
715,2019-12-17,autumn,1,12,not holiday,Tuesday,workingday,cloudy,16.126653,90.7083,6.5833061,212,4373
716,2019-12-18,autumn,1,12,not holiday,Wednesday,workingday,clear,16.844153,66.625,14.834068,433,5124
717,2019-12-19,autumn,1,12,not holiday,Thursday,workingday,clear,13.6325,62.5417,12.334164,333,4934
718,2019-12-20,autumn,1,12,not holiday,Friday,workingday,cloudy,13.53,66.7917,8.875021,314,3814
719,2019-12-21,autumn,1,12,not holiday,Saturday,weekend or holiday,cloudy,13.393347,55.6667,25.083661,221,3402
720,2019-12-22,winter,1,12,not holiday,Sunday,weekend or holiday,clear,10.899153,44.125,27.292182,205,1544
721,2019-12-23,winter,1,12,not holiday,Monday,workingday,clear,10.079153,51.5417,8.916561,408,1379
722,2019-12-24,winter,1,12,not holiday,Tuesday,workingday,cloudy,9.483464,79.1304,5.1744368,174,746
723,2019-12-25,winter,1,12,holiday,Wednesday,weekend or holiday,cloudy,11.943464,73.4783,11.304642,440,573
724,2019-12-26,winter,1,12,not holiday,Thursday,workingday,stormy,9.976653,82.3333,21.208582,9,432
725,2019-12-27,winter,1,12,not holiday,Friday,workingday,cloudy,10.420847,65.2917,23.458911,247,1867
726,2019-12-28,winter,1,12,not holiday,Saturday,weekend or holiday,cloudy,10.386653,59.0,10.416557,644,2451
727,2019-12-29,winter,1,12,not holiday,Sunday,weekend or holiday,cloudy,10.386653,75.2917,8.333661,159,1182
728,2019-12-30,winter,1,12,not holiday,Monday,workingday,clear,10.489153,48.3333,23.500518,364,1432
729,2019-12-31,winter,1,12,not holiday,Tuesday,workingday,cloudy,8.849153,57.75,10.374682,439,2290
